,county_name,fips,min_lat,max_lat,min_lng,max_lng,population
751,Morgan,18109,39.338291,39.633645,-86.687586,-86.249746,70489
251,Broomfield,8014,39.889064000000005,40.044227,-105.16568500000001,-104.961151,70465
1016,Christian,21047,36.637108000000005,37.159346,-87.733368,-87.259371,70461
1193,Allegany,24001,39.438272999999995,39.723037,-79.067933,-78.31331999999999,70416
1222,Franklin,25011,42.303224,42.741133000000005,-73.023709,-72.224839,70180
2771,Wise,48497,32.990839,33.434057,-97.921642,-97.383015,69984
527,Troup,13285,32.866647,33.224693,-85.236518,-84.86147,69922
1267,Isabella,26073,43.466006,43.815218,-85.088815,-84.606011,69872
1135,Iberia,22045,29.358942,30.122484000000004,-92.04561600000001,-91.22172900000001,69830
532,Walker,13295,34.581799,34.985175,-85.534089,-85.050446,69761
1924,Franklin,37069,35.81773,36.266159,-78.546497,-78.00655400000001,69685
1905,Carteret,37031,34.531735999999995,35.216339000000005,-77.167839,-76.006557,69473
2007,Grand Forks,38035,47.671975,48.195102,-97.903751,-96.88503299999999,69451
1622,Lewis and Clark,30049,46.414484,47.953982,-113.165906,-111.494522,69432
2457,Greene,47059,35.921839,36.418782,-83.172685,-82.5772,69069
1986,Wilkes,37193,35.994783,36.440433,-81.545455,-80.868871,68412
2914,York,51199,37.091894,37.380139,-76.755511,-76.13552,68280
2225,Klamath,41035,41.993235999999996,43.616732,-122.290351,-120.879318,68238
1308,Shiawassee,26155,42.775778,43.132782,-84.36789300000001,-83.922516,68122
1434,Jones,28067,31.433458,31.824565000000003,-89.40134,-88.942614,68098
2181,Muskogee,40101,35.261635999999996,35.85682,-95.766359,-95.049933,67997
702,Boone,18011,39.922629,40.180778000000004,-86.69586,-86.239739,67843
1320,Blue Earth,27013,43.847781,44.264448,-94.371732,-93.767735,67653
2040,Ward,38101,47.847555,48.807202000000004,-102.234274,-100.970313,67641
409,Catoosa,13047,34.767639,34.987646999999996,-85.265114,-84.979661,67580
2345,Laurens,45059,34.203148,34.785554,-82.31485699999999,-81.64354,67493
1814,Otero,35035,32.000278,33.390815,-106.377628,-104.847563,67490
3009,Harrison,54033,39.100809000000005,39.469599,-80.604301,-80.166387,67256
1577,St. Francois,29187,37.641039,38.076547999999995,-90.647874,-90.110537,67215
1178,Aroostook,23003,45.572848,47.459854,-70.023235,-67.750725,67055
1970,Rutherford,37161,35.180493,35.612320000000004,-82.280509,-81.692329,67029
2049,Belmont,39013,39.849982000000004,40.172694,-81.237316,-80.703138,67006
1379,Rice,27131,44.195975,44.544071,-93.525366,-93.03948100000001,66972
895,Butler,20015,37.475375,38.087703999999995,-97.15345,-96.52278199999999,66911
145,Jefferson,5069,34.062312,34.492765000000006,-92.233376,-91.431476,66824
1085,Oldham,21185,38.285309000000005,38.524375,-85.637861,-85.283082,66799
2976,Mason,53045,47.081996999999994,47.607387,-123.50603899999999,-122.80006599999999,66768
2727,San Patricio,48409,27.821105,28.179461,-97.908774,-97.135134,66730
512,Spalding,13255,33.17862,33.352621,-84.50910400000001,-84.08899100000001,66703
1282,Marquette,26103,45.984951,47.225227000000004,-88.117613,-87.11204599999999,66699
2331,Darlington,45031,34.085922,34.53522,-80.288787,-79.65673100000001,66618
694,Williamson,17199,37.596222,37.863601,-89.15366800000001,-88.70674100000001,66597
2624,Harrison,48203,32.326583,32.793088,-94.702201,-94.042817,66553
2343,Kershaw,45055,34.068971999999995,34.614765000000006,-80.879227,-80.28396500000001,66551
785,Wayne,18177,39.714764,40.006357,-85.221136,-84.810825,65884
723,Grant,18053,40.378367,40.653667,-85.864813,-85.44433000000001,65769
595,Adams,17001,39.756836,40.200486,-91.513079,-90.911969,65435
1065,McCracken,21145,36.942096,37.228874,-88.94232099999999,-88.482957,65418
2047,Athens,39009,39.18056,39.556574,-82.29847600000001,-81.721808,65327
2083,Jefferson,39081,40.155111,40.599404,-80.941911,-80.594664,65325
2696,Nacogdoches,48347,31.222776,31.845554999999997,-94.97816,-94.300038,65204
2093,Marion,39101,40.433795,40.705019,-83.420284,-82.858302,65093
237,Tehama,6103,39.797385,40.453133,-123.06600900000001,-121.34226399999999,65084
1331,Crow Wing,27035,46.155916999999995,46.80553,-94.395718,-93.77602399999999,65055
1092,Pulaski,21199,36.867133,37.355729,-84.907062,-84.27858499999999,64979
2262,Columbia,42037,40.775511,41.310199,-76.64076700000001,-76.20782700000001,64964
2459,Hamblen,47063,36.081295000000004,36.345292,-83.46869699999999,-83.081726,64934
2246,Armstrong,42005,40.524879999999996,41.170691,-79.69293,-79.210197,64735
1264,Ionia,26067,42.769644,43.120213,-85.312578,-84.836889,64697
3056,Chippewa,55017,44.855951,45.292221000000005,-91.66641899999999,-90.922247,64658
2736,Starr,48427,26.235246000000004,26.785694,-99.171835,-98.32066999999999,64633
1797,Chaves,35005,32.518769,34.088488,-105.353907,-103.509668,64615
2213,Coos,41011,42.666379,43.611134,-124.552282,-123.70189599999999,64487
3104,Sauk,55111,43.145291,43.642234,-90.312444,-89.599338,64442
202,Lake,6033,38.667506,39.5814,-123.09421599999999,-122.340172,64386
437,Effingham,13103,32.095886,32.595416,-81.548006,-81.119496,64296
1327,Clay,27027,46.628654,47.151435,-96.840122,-96.17227,64222
2256,Carbon,42025,40.735414,41.134023,-75.997348,-75.474193,64182
168,Pope,5115,35.117373,35.728831,-93.299014,-92.809763,64072
1884,Warren,36113,43.222122999999996,43.803687,-74.214625,-73.436578,63944
1289,Montcalm,26117,43.118793,43.468319,-85.56276899999999,-84.835305,63888
1971,Sampson,37163,34.553963,35.315115999999996,-78.672321,-78.11309,63531
63,Walker,1127,33.512929,34.005305,-87.636119,-86.953616,63521
1437,Lamar,28073,30.98245,31.434212,-89.6544,-89.34775400000001,63343
127,Crawford,5033,35.350590000000004,35.764635999999996,-94.49313000000001,-93.892246,63257
1960,Pender,37141,34.25313,34.732587,-78.272221,-77.484538,63060
783,Warrick,18173,37.878026,38.246123,-87.473217,-87.017423,62998
1853,Livingston,36051,42.471216,42.988463,-78.06106199999999,-77.486875,62914
220,San Benito,6069,36.196847999999996,36.988944000000004,-121.64400400000001,-120.596562,62808
1973,Stanly,37167,35.143081,35.504335,-80.506297,-80.051225,62806
2337,Georgetown,45043,33.049793,33.779878000000004,-79.680904,-78.926763,62680
1790,Salem,34033,39.355089,39.787791,-75.563586,-75.061973,62385
2084,Knox,39083,40.239071,40.573112,-82.750747,-82.179069,62322
1933,Haywood,37087,35.291574,35.791053999999995,-83.257552,-82.744383,62317
1113,Acadia,22001,30.049126,30.481146999999996,-92.63231800000001,-92.14150699999999,62045
965,Reno,20155,37.732456,38.173918,-98.473104,-97.69869200000001,61998
1942,Lee,37105,35.306976,35.628238,-79.35969,-78.969761,61779
2633,Hood,48221,32.233468,32.558822,-98.068545,-97.615274,61643
2511,Tipton,47167,35.371210999999995,35.652346,-90.179265,-89.469862,61599
1238,Barry,26015,42.419722,42.770784,-85.545575,-85.071609,61550
475,Liberty,13179,31.520981,32.092551,-81.824405,-81.049789,61435
1693,Hall,31079,40.698284,41.04674,-98.721975,-98.282353,61353
1849,Herkimer,36043,42.824943,44.096959000000005,-75.21910600000001,-74.695985,61319
1764,Belknap,33001,43.284717,43.765028,-71.731548,-71.160134,61303
1885,Washington,36115,42.941221999999996,43.808481,-73.636774,-73.24139100000001,61204
2402,Lincoln,46083,43.083333,43.500456,-96.92490500000001,-96.436472,61128
2154,Garfield,40047,36.164462,36.593664000000004,-98.104575,-97.460505,61056
1305,St. Joseph,26149,41.758946,42.071560999999996,-85.791837,-85.292058,60964
1055,Laurel,21125,36.939116,37.335892,-84.368886,-83.862477,60813
2989,Walla Walla,53071,45.999855,46.606812,-119.041418,-117.99129199999999,60760
2445,Cumberland,47035,35.746285,36.170586,-85.273288,-84.680633,60520
1928,Granville,37077,36.021803999999996,36.542474,-78.807604,-78.453487,60443
2888,Pittsylvania,51143,36.540759,37.137454,-79.714855,-79.092264,60354
2251,Bradford,42015,41.541284999999995,42.002134000000005,-76.927084,-76.115172,60323
267,Garfield,8045,39.365859,40.091538,-109.051414,-107.031772,60061
2126,Washington,39167,39.215905,39.645976,-81.853668,-81.03679100000001,59911
1169,Vermilion,22113,29.481496000000003,30.149421999999998,-92.73860400000001,-91.964458,59511
1866,Otsego,36077,42.313949,42.908363,-75.41693199999999,-74.63063100000001,59493
2086,Lawrence,39087,38.403423,38.849073,-82.815979,-82.28726999999999,59463
1838,Columbia,36021,41.97798,42.510002,-73.929626,-73.352527,59461
1539,Lincoln,29113,38.870865,39.227265,-91.264287,-90.66318100000001,59013
2122,Union,39159,40.106927,40.507047,-83.551338,-83.16990200000001,58988
3020,Mercer,54055,37.234874,37.597916,-81.362156,-80.849451,58758
1369,Otter Tail,27111,46.106493,46.718163,-96.28134,-95.145669,58746
1920,Duplin,37061,34.705971999999996,35.194249,-78.200548,-77.65091899999999,58741
2684,Maverick,48323,28.196837,29.086318,-100.667548,-100.111406,58722
78,Kenai Peninsula,2122,58.645008999999995,61.42815699999999,-154.74876799999998,-148.562368,58708
1444,Lowndes,28087,33.286916,33.745832,-88.67125,-88.24891600000001,58595
2114,Sandusky,39143,41.252955,41.501189000000004,-83.419843,-82.840087,58518
1803,Eddy,35015,31.999939,32.965612,-104.852216,-103.72229899999999,58460
2107,Pickaway,39129,39.468061999999996,39.812503,-83.266737,-82.73151800000001,58457
2817,Washington,50023,44.012938,44.506098,-72.952167,-72.217104,58409
2081,Huron,39077,40.992909000000004,41.290023,-82.841475,-82.336496,58266
1555,Newton,29145,36.747818,37.056796999999996,-94.61959399999999,-94.059211,58236
2816,Rutland,50021,43.291641,43.858131,-73.431229,-72.70094499999999,58191
1185,Oxford,23017,43.784985,45.347681,-71.083924,-70.238904,57975
450,Gordon,13129,34.384190000000004,34.634128000000004,-85.11232700000001,-84.644432,57963
56,Russell,1113,32.061708,32.510157,-85.434747,-84.888246,57961
1090,Pike,21195,37.196099,37.745067999999996,-82.732716,-81.964788,57876
4,Blount,1009,33.765171,34.260483,-86.963358,-86.303516,57826
2523,Anderson,48001,31.504056,32.084482,-96.06486,-95.258791,57735
2622,Hardin,48199,30.097167,30.527125,-94.732732,-94.070955,57602
3058,Columbia,55021,43.280832000000004,43.643541,-89.785809,-89.00447700000001,57532
1756,Lyon,32019,38.41404,39.740384999999996,-119.712645,-118.753736,57510
2326,Cherokee,45021,34.83928,35.184113,-81.874433,-81.366597,57300
1846,Genesee,36037,42.862753999999995,43.133561,-78.46550500000001,-77.90412099999999,57280
3011,Jefferson,54037,39.132426,39.499381,-78.035454,-77.71951899999999,57146
1097,Scott,21209,38.110779,38.492922,-84.74059399999999,-84.401847,57004
2464,Hawkins,47073,36.241923,36.594099,-83.288896,-82.599913,56786
633,Jackson,17077,37.561925,37.95531,-89.68091899999999,-89.15057900000001,56750
2756,Van Zandt,48467,32.355097,32.838507,-96.076801,-95.449093,56590
1326,Chisago,27025,45.295953000000004,45.730999,-93.142013,-92.646505,56579
2443,Coffee,47031,35.289189,35.706429,-86.279905,-85.869478,56520
3032,Putnam,54079,38.266605,38.684134,-82.064562,-81.696348,56450
2437,Carter,47019,36.10302,36.510614000000004,-82.34245,-81.932994,56391
278,La Plata,8067,36.999015,37.64033,-108.381069,-107.481424,56221
1984,Watauga,37189,36.111544,36.391242,-81.918113,-81.455579,56177
3017,Marion,54049,39.386215,39.642306,-80.498163,-79.938878,56072
2778,Box Elder,49003,40.999924,42.001246,-114.042553,-111.87319699999999,56046
2852,Franklin_county,51067,36.780752,37.233073,-80.235455,-79.592295,56042
1943,Lenoir,37107,35.008259,35.426891,-77.83425,-77.390794,55949
1588,Taney,29213,36.497645,36.816866,-93.315332,-92.76486899999999,55928
1763,Carson City,32510,39.084796000000004,39.250871000000004,-120.004297,-119.548308,55916
0,Autauga,1001,32.307574,32.708213,-86.921237,-86.411172,55869
2156,Grady,40051,34.681119,35.378433,-98.096018,-97.667967,55834
2295,Pike,42103,41.079868,41.601874,-75.359184,-74.689502,55809
1455,Pearl River,28109,30.458892,31.014007,-89.85231,-89.340701,55535
1913,Columbus,37047,33.944241999999996,34.483512,-79.071169,-78.16235,55508
2759,Waller,48473,29.727944,30.245645,-96.192208,-95.80333,55246
16,Colbert,1033,34.56623,34.906694,-88.139988,-87.415888,55241
1936,Hoke,37093,34.833377,35.213794,-79.459176,-79.034715,55234
2116,Seneca,39147,40.991889,41.256903,-83.421299,-82.829512,55178
692,Whiteside,17195,41.583626,41.931298,-90.247917,-89.62856500000001,55175
263,Eagle,8037,39.349469,39.925292,-107.113947,-106.17591999999999,55127
2819,Windsor,50027,43.222495,43.961855,-72.980165,-72.20519499999999,55062
1181,Hancock,23009,44.028326,45.252577,-68.896384,-67.925178,54987
2835,Campbell,51031,37.022288,37.433663,-79.44288399999999,-78.824209,54885
2787,Iron,49021,37.474078999999996,38.149231,-114.05247800000001,-112.466936,54839
406,Camden,13039,30.708651,31.169595,-81.936988,-81.304353,54666
2472,Jefferson,47089,35.895846,36.191976000000004,-83.71029,-83.234585,54495
240,Tuolumne,6109,37.633703999999994,38.433521,-120.653237,-119.19618200000001,54478
2723,Rusk,48401,31.843718,32.407625,-94.985957,-94.452391,54406
972,Saline,20169,38.608923,38.958395,-97.928967,-97.37161400000001,54224
1049,Jessamine,21113,37.72855,38.003745,-84.724676,-84.434279,54115
2480,Loudon,47105,35.607782,35.902984000000004,-84.58447199999999,-84.133072,54068
1533,Johnson,29101,38.55621,38.937909000000005,-94.129372,-93.49311,54062
1436,Lafayette,28071,34.161021999999996,34.55538,-89.722246,-89.245485,54019
99,Gila,4007,32.983672999999996,34.499311999999996,-111.72072800000001,-110.00058,54018
2449,Dickson,47043,35.959185999999995,36.334713,-87.56679799999999,-87.139332,53948
2481,McMinn,47107,35.241043,35.644675,-84.860164,-84.400623,53794
2910,Washington,51191,36.59418,36.929013,-82.332089,-81.605335,53740
598,Boone,17007,42.15232,42.495045000000005,-88.940997,-88.705186,53544
2045,Ashland,39005,40.555001000000004,41.065768,-82.436916,-82.12501,53484
1162,St. Martin,22099,29.699402000000003,30.497738000000002,-91.988765,-91.089465,53431
1845,Fulton,36035,42.982817,43.289003,-74.774253,-74.09746700000001,53383
2500,Roane,47145,35.644424,36.049316999999995,-84.789535,-84.26338299999999,53382
1157,St. Charles,22089,29.692028000000004,30.230888,-90.549766,-90.167259,53100
2931,Harrisonburg,51660,38.389363,38.489258,-78.918112,-78.824253,53016
1750,Elko,32007,40.116622,42.002207,-117.019525,-114.039648,52778
2559,Cherokee,48073,31.42571,32.138053,-95.462242,-94.86585699999999,52646
1567,Pulaski,29169,37.602542,38.021179,-92.413669,-92.021112,52607
2843,Culpeper,51047,38.308505,38.698923,-78.231978,-77.618727,52605
2655,Kerr,48265,29.781398,30.290698,-99.757621,-98.917725,52600
2212,Columbia,41009,45.721229,46.188978999999996,-123.36603400000001,-122.760108,52354
15,Coffee,1031,31.182022999999997,31.619311,-86.196365,-85.789139,52342
1215,Worcester,24047,37.994208,38.452034000000005,-75.661827,-74.98628199999999,52276
1309,Tuscola,26157,43.221419,43.828721,-83.70831700000001,-83.103826,52245
1244,Cass,26027,41.759064,42.071484000000005,-86.226095,-85.76011700000001,51787
35,Jackson,1071,34.464473,34.991098,-86.359034,-85.583145,51626
2685,Medina,48325,29.09024,29.690709000000002,-99.41388,-98.804591,51584
2204,Washington,40147,36.423466,36.99946,-96.00125600000001,-95.78663,51527
1922,Edgecombe,37065,35.677321,36.154511,-77.82844399999999,-77.342462,51472
879,Warren,19181,41.160501000000004,41.512094,-93.790828,-93.32788599999999,51466
3069,Grant,55043,42.507173,43.211574,-91.15689300000001,-90.425781,51439
2307,Wayne,42127,41.232539,41.999446999999996,-75.505607,-75.043562,51361
2709,Polk,48373,30.489002000000003,31.146578,-95.20018,-94.537926,51353
2529,Atascosa,48013,28.612658000000003,29.250693,-98.805237,-98.098315,51153
2061,Darke,39037,39.916481,40.354259000000006,-84.81244000000001,-84.42590200000001,51113
2769,Wilson,48493,28.882333000000003,29.441751,-98.407336,-97.728443,51070
626,Grundy,17063,41.10828,41.463096,-88.59595999999999,-88.240889,51054
1029,Franklin,21073,38.093437,38.374836,-85.024264,-84.72516800000001,50991
3116,Waupaca,55135,44.242556,44.68142,-89.224896,-88.60503299999999,50990
2304,Venango,42121,41.171654,41.624559000000005,-79.999845,-79.477822,50668
665,Ogle,17141,41.886067,42.204240999999996,-89.688486,-88.938935,50643
609,Coles,17029,39.373638,39.685928000000004,-88.472073,-87.96017900000001,50621
2863,Henry,51089,36.541938,36.856139,-80.095141,-79.640652,50557
1189,Somerset,23025,44.577264,46.574057,-70.55285500000001,-69.266785,50484
1398,Winona,27169,43.846825,44.193153,-92.079491,-91.284138,50484
1209,Queen Anne's,24035,38.807396000000004,39.26182,-76.436586,-75.747761,50381
2697,Navarro,48349,31.796190999999997,32.328851,-96.896209,-96.050758,50113
2991,Whitman,53075,46.417046,47.260449,-118.249389,-117.03939799999999,50104
3055,Calumet,55015,43.891511,44.244102000000005,-88.404609,-88.041696,50089
1844,Franklin,36033,44.09925,45.006194,-74.726228,-73.909687,50022
1931,Halifax,37083,36.003518,36.512034,-78.00655400000001,-77.229725,50010
2228,Lincoln,41041,44.274761,45.045196999999995,-124.187674,-123.59635800000001,49962
2661,Lamar,48277,33.377653,33.943057,-95.857738,-95.308072,49859
2170,Le Flore,40079,34.506459,35.386122,-95.06005,-94.431596,49853
2429,Bedford,47003,35.318816999999996,35.702833,-86.665555,-86.23452900000001,49713
642,Knox,17095,40.712257,41.152156,-90.444343,-89.984557,49699
1663,Buffalo,31019,40.652138,41.047121999999995,-99.426795,-98.721366,49659
1453,Oktibbeha,28105,33.286003,33.565443,-89.088662,-88.669007,49587
711,Dearborn,18029,38.935351000000004,39.307232,-85.132508,-84.819277,49458
2811,Franklin,50011,44.633051,45.016659000000004,-73.25905999999999,-72.532638,49402
1163,St. Mary,22101,29.239606,29.955989000000002,-91.935286,-91.08260200000001,49348
1856,Montgomery,36057,42.772979,43.047422999999995,-74.76330300000001,-74.083504,49221
22,Dale,1045,31.195179,31.620565999999997,-85.79158100000001,-85.415334,49172
2454,Gibson,47053,35.791075,36.222834000000006,-89.20629699999999,-88.692634,49133
2755,Val Verde,48465,29.237578999999997,30.288527000000002,-101.760924,-100.699141,49025
1098,Shelby,21211,38.036753000000004,38.358053999999996,-85.46820600000001,-84.956959,49024
1292,Newaygo,26123,43.292907,43.81564,-86.03978000000001,-85.562105,48980
1800,Curry,35009,34.302571,34.954233,-103.74025300000001,-103.042661,48954
631,Henry,17073,41.148955,41.584653,-90.437657,-89.856613,48913
1765,Carroll,33003,43.482981,44.284783000000004,-71.564615,-70.950632,48910
1749,Douglas,32005,38.534791999999996,39.114009,-120.003429,-119.310381,48905
2141,Cherokee,40021,35.638294,36.16183,-95.283146,-94.796869,48657
2117,Shelby,39149,40.183945,40.483242,-84.43463100000001,-84.001937,48590
2311,Bristol,44001,41.638137,41.776113,-71.365207,-71.208371,48479
1881,Tioga,36107,41.99832,42.410337,-76.56358900000001,-76.08068100000001,48203
2549,Burnet,48053,30.426164,31.034919,-98.459373,-97.828512,48155
2140,Carter,40019,34.070768,34.507065000000004,-97.562744,-96.933226,48111
2172,Logan,40083,35.724367,36.164777,-97.675853,-97.140484,48011
2137,Bryan,40013,33.686215999999995,34.157579999999996,-96.63002,-95.751264,47995
729,Henry,18065,39.786519,40.077143,-85.59694499999999,-85.20031,47972
128,Crittenden,5035,34.83297,35.441763,-90.506475,-90.064612,47955
2972,Kittitas,53037,46.735459000000006,47.597735,-121.466178,-119.925605,47935
2248,Bedford,42009,39.722471999999996,40.327025,-78.808387,-78.134718,47888
266,Fremont,8043,38.257548,38.697581,-106.01278899999998,-104.940366,47839
753,Noble,18113,41.26381,41.526623,-85.654747,-85.192094,47744
1423,Hancock,28045,30.157921999999996,30.648390000000003,-89.690589,-89.306135,47632
1839,Cortland,36023,42.407568,42.790964,-76.27467299999999,-75.86402,47581
473,Laurens,13175,32.147273999999996,32.715759999999996,-83.226536,-82.633126,47546
2652,Kendall,48259,29.716359000000004,30.138954,-98.920799,-98.414018,47431
1170,Vernon,22115,30.859183,31.364818,-93.57820699999999,-92.823552,47429
2919,Charlottesville,51540,38.009584000000004,38.070591,-78.523637,-78.446311,47266
1156,St. Bernard,22087,29.617551000000002,30.212155,-90.012102,-88.758388,47244
1836,Chenango,36017,42.194918,42.745421,-75.889832,-75.292814,47207
1317,Beltrami,27007,47.409542,48.540437,-95.60286500000001,-94.414272,47188
1847,Greene,36039,42.096589,42.464231,-74.53730999999999,-73.77367,47188
1896,Beaufort,37013,35.216045,35.739507,-77.195406,-76.467761,46994
2187,Osage,40113,36.16087,36.999414,-97.06459699999999,-96.000281,46963
556,Bingham,16011,42.86303,43.626785,-113.007995,-111.587795,46811
1143,Lincoln,22061,32.452849,32.759982,-92.881359,-92.41505,46742
1002,Boyd,21019,38.234685,38.505787,-82.817729,-82.571551,46718
2489,Monroe,47123,35.204276,35.672269,-84.52585,-83.93854,46545
1758,Nye,32023,35.963707,39.16343,-118.196274,-115.000845,46523
108,Santa Cruz,4023,31.332177,31.731818,-111.36688999999998,-110.45172,46498
811,Clinton,19045,41.727691,42.033596,-90.898975,-90.140061,46429
350,Jackson,12063,30.564335999999997,31.000968,-85.600291,-84.85792099999999,46414
3122,Campbell,56005,43.4948,45.000951,-106.02524,-105.074706,46341
1338,Goodhue,27049,44.19489,44.714345,-93.041195,-92.24201,46340
1497,Camden,29029,37.800470000000004,38.271737,-93.082164,-92.406275,46305
2293,Perry,42099,40.185362,40.628163,-77.671761,-76.91497,46272
746,Marshall,18099,41.171426000000004,41.479385,-86.467108,-86.054047,46258
3089,Monroe,55081,43.725264,44.161051,-90.978639,-90.311775,46253
1082,Nelson,21179,37.522954999999996,37.990654,-85.74257,-85.150549,46233
1171,Washington,22117,30.665057,31.004831,-90.347263,-89.726922,46194
2287,Mifflin,42087,40.360541999999995,40.846937,-77.91392900000001,-77.287941,46138
1829,Allegany,36003,41.998259000000004,42.521792,-78.30931600000001,-77.722964,46091
190,Calaveras,6009,37.831421999999996,38.509869,-120.995499,-120.019951,45905
1945,McDowell,37111,35.518001,35.959447999999995,-82.294701,-81.824184,45756
559,Bonner,16017,47.890071,48.847428,-117.042247,-116.04873899999998,45739
2986,Stevens,53065,47.791963,49.000842999999996,-118.40240700000001,-117.4295,45723
2088,Logan,39091,40.22937,40.538708,-84.014763,-83.520036,45672
338,Gadsden,12039,30.387796999999996,30.711541999999998,-84.932519,-84.28255899999999,45660
2048,Auglaize,39011,40.354534,40.68608,-84.456227,-83.879932,45656
2328,Chesterfield,45025,34.366207,34.817482,-80.564088,-79.777456,45650
1260,Hillsdale,26059,41.696118,42.073456,-84.826491,-84.360416,45605
421,Colquitt,13071,31.025846,31.334979999999998,-84.013858,-83.505386,45600
1974,Stokes,37169,36.257207,36.55063,-80.451954,-80.02726899999999,45591
2772,Wood,48499,32.540959,33.01345,-95.665389,-95.149962,45539
1475,Warren,28149,32.078327,32.618885,-91.174577,-90.553821,45381
743,Lawrence,18093,38.686561,38.992404,-86.684058,-86.275281,45370
3064,Dunn,55033,44.683612,45.209571999999994,-92.157072,-91.649674,45368
454,Habersham,13137,34.431748,34.827736,-83.681696,-83.338173,45328
138,Greene,5055,35.964708,36.267992,-90.86012,-90.190207,45325
3050,Barron,55005,45.206538,45.64028,-92.156856,-91.539447,45244
1043,Henderson,21101,37.638376,37.975514000000004,-87.927068,-87.271162,45210
2274,Huntingdon,42061,40.061419,40.743681,-78.257305,-77.676611,45144
1344,Itasca,27061,47.025192,47.89895,-94.41928,-93.055798,45130
653,Macoupin,17117,38.998349,39.523369,-90.15375,-89.69838299999999,44926
2303,Union,42119,40.807334000000004,41.148801,-77.36418,-76.799277,44923
391,Baldwin,13009,32.926140999999994,33.1904,-83.42909,-83.044327,44890
1966,Richmond,37153,34.804990000000004,35.183417999999996,-80.075714,-79.459176,44829
1496,Callaway,29027,38.557078999999995,39.064493,-92.226091,-91.63399799999999,44743
2091,Madison,39097,39.695438,40.111486,-83.653386,-83.206273,44731
769,Shelby,18145,39.347373,39.699068,-85.95322,-85.62907,44729
1046,Hopkins,21107,37.105344,37.569988,-87.851803,-87.295369,44686
1563,Phelps,29161,37.598863,38.153519,-92.029359,-91.524989,44573
1980,Vance,37181,36.163649,36.543809,-78.5113,-78.277472,44535
683,Stephenson,17177,42.196218,42.505818,-89.926641,-89.396192,44498
522,Thomas,13275,30.658396000000003,31.077971,-84.11924499999999,-83.73615799999999,44451
10,Chilton,1021,32.660117,33.07188,-87.01915699999999,-86.37111800000001,44428
380,Suwannee,12121,29.882334000000004,30.442871000000004,-83.253236,-82.758583,44417
997,Barren,21009,36.722722,37.169813,-86.17641,-85.739255,44249
732,Jackson,18071,38.725026,39.071253999999996,-86.31813299999999,-85.795233,44231
2477,Lawrence,47099,34.999377,35.457857000000004,-87.611925,-87.19735899999999,44142
1840,Delaware,36025,41.848292,42.517799,-75.423038,-74.428196,44135
2080,Holmes,39075,40.443866,40.668411,-82.220737,-81.649199,43960
1939,Jackson,37099,35.000659000000006,35.5251,-83.363754,-82.919234,43938
1476,Washington,28151,33.007697,33.53054,-91.235928,-90.678655,43909
2558,Chambers,48071,29.496240000000004,29.889940000000003,-95.01820500000001,-94.353383,43837
1638,Ravalli,30081,45.459315999999994,46.661023,-114.566172,-113.515382,43806
3096,Polk,55095,45.209184,45.728706,-92.889433,-92.154443,43783
2550,Caldwell,48055,29.630717999999998,30.072907,-97.899238,-97.315823,43664
2191,Pittsburg,40121,34.593528000000006,35.301006,-96.09237399999999,-95.34903800000001,43654
2901,Shenandoah,51171,38.604719,39.102828,-78.869276,-78.30054399999999,43616
232,Siskiyou,6093,40.992193,42.009516999999995,-123.719174,-121.445994,43539
2166,Kay,40071,36.593582,36.999255,-97.462499,-96.749838,43538
1242,Branch,26023,41.759491,42.072903000000004,-85.293645,-84.825069,43517
713,DeKalb,18033,41.264209,41.530252000000004,-85.194084,-84.803588,43475
1284,Mecosta,26107,43.466190000000005,43.815634,-85.562913,-85.08499599999999,43453
2050,Brown,39015,38.639702,39.254234999999994,-84.052709,-83.673018,43432
2962,Douglas,53017,47.220053,48.151022999999995,-120.31808400000001,-118.950749,43429
2276,Jefferson,42065,40.905971,41.376565,-79.21570600000001,-78.710059,43425
420,Coffee,13069,31.363884000000002,31.816198999999997,-83.15114100000001,-82.596283,43273
156,Miller,5091,33.019067,33.614089,-94.04345,-93.665518,43257
1347,Kandiyohi,27067,44.891253000000006,45.412993,-95.255375,-94.756902,43199
2078,Highland,39071,39.01889,39.378735999999996,-83.872214,-83.343479,43161
3063,Douglas,55031,46.156926,46.893213,-92.293705,-91.54934899999999,43150
1773,Sullivan,33019,43.128807,43.600201,-72.45315699999999,-71.93522,43146
2199,Stephens,40137,34.289012,34.681823,-98.14214799999999,-97.56229599999999,43143
2151,Delaware,40041,36.161192,36.670664,-95.011379,-94.562687,43009
1919,Davie,37059,35.742810999999996,36.062765,-80.707672,-80.365259,42846
1160,St. John the Baptist,22095,29.883094,30.298985,-90.68885,-90.277855,42837
287,Montrose,8085,38.152228,38.668568,-109.06025600000001,-107.50001999999999,42758
3095,Pierce,55093,44.53946,44.862799,-92.808415,-92.134785,42754
715,Dubois,18037,38.202919,38.526468,-87.073276,-86.67899200000001,42736
2594,Erath,48143,31.917510999999998,32.513039,-98.551158,-97.864864,42698
858,Muscatine,19139,41.333599,41.598372999999995,-91.369332,-90.783664,42664
501,Polk,13233,33.899212,34.100668,-85.421852,-84.922742,42613
1494,Butler,29023,36.497797999999996,36.927138,-90.67972900000001,-90.134327,42478
805,Cerro Gordo,19033,42.907495000000004,43.255707,-93.49861700000001,-93.022968,42450
